name_jp,name_en,name_en_literal,name_en_gtranslate,reference,tag,parent_jp0,parent_en0,parent_jp1,parent_en1,author_jp,author_en,video0,video1,video2,video3,video4,video5
桜mD,OMD,sakura mD,Sakura mD,,0Z,桜龍,OURYUU,セクシーちょんぼ,SEXY CHONBO,ペリカン,PERIKAN,https://youtu.be/LrExRFSE330?t=58,,,,,
桜田門,Sakuradamon,sakura ta mon,Sakuradamon,,0Z,,MON,,,ぽぽら,POPORA,https://youtu.be/JeE5ohcr5AA?t=96,,,,,
桜田門改,Sakuradamon Kai,sakura ta mon kai,Sakuradamon Kai,,0Z,,MON,,,藍弱,,https://youtu.be/JeE5ohcr5AA?t=96,,,,,
桜知火,Ounui,sakura chi hi,Sakura Chika,,0Z,,OUKA,,SHIRANUI,,,https://youtu.be/JOllsSJP5LQ?t=227,,,,,
桜華,Ouka,sakura hana/ka,Sakuraka,,0Z,,OUKA,,,,,https://youtu.be/zfsMJbaF8vk,https://youtu.be/JOllsSJP5LQ?t=215,https://youtu.be/n27FW188GUQ?t=117,,,
桜蘭,Ouran,sakura ran,Ouran,,0Z,,OUKA,,,,,https://youtu.be/o6ZqdRlOjUw?t=103,https://youtu.be/zm2mpwCKzHc?t=361,,,,
桜雅,Ouga,sakura miyabi/ga,Sakura Miyabi,,0Z,,OUKA,,HUUGA,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=200,,,,,
桜龍,Ouryuu,sakura ryuu,Sakuraryu,,0Z,,OUKA,,,らて,LATTE,https://youtu.be/o6ZqdRlOjUw?t=87,,,,,
森スネーク,Mori Snake,mori suneku,forest snake,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=290,,,,,
武輝門,Bukoumon,taketeru mon,Wuhui Gate,,0Z,,MON,,,まいん,,https://youtu.be/JeE5ohcr5AA?t=171,,,,,
水戸黄門,Mito Komon,mitokoumon,Mito Komon,,0Z,,MON,,,ゆる〜と,,https://youtu.be/JeE5ohcr5AA?t=40,,,,,
氷ノ門,Korinomon,koori no mon,Ice Gate,,0Z,,MON,,,たかとも,TAKATOMO,https://youtu.be/JeE5ohcr5AA?t=151,,,,,
流星スネイク,Ryuusei Snake,ryuusei suneiku,meteor snake,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=3m39s,https://youtu.be/gmq3H-F9hmk?si=YTWzQ3JvycmKaru0&t=142,,,,
流雅,Ryuuga,ryuu miyabi/ga,elegant style,,0Z,,HUUGA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=274,,,,,
浅草寺雷門前仲見世通り,Sensouji kaminarimon zen nakamise-douri,asa kusa tera kaminari monzen nakamisedoori,Nakamise Street in front of Sensoji Kaminarimon Gate,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=489,,,,,
深雪,Miyuki,shinsetsu,deep snow,,0Z,,,,,,,https://youtu.be/tjPC4FShPyc?t=3m6s,,,,,
瀧刀,Takigatana,taki katana,Taki sword,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=309,,,,,
瀧槍ゼロ・ボルグ,Takiyari Zero bolg,taki yari zero borugu,Takiyari Zero Borg,,0Z,,,,,,,https://youtu.be/q2ICH0VVnlk?t=8,https://youtu.be/MsKegjNXxXg?t=4,,,,
炎火,Homurabi,honoo hi,flames,,0Z,,,,,,,https://youtu.be/rLZW_jPb_ZI?t=21m24s,,,,,
烈スネ,Retsu Snake,retsu sune,Retsu shin,,0Z,,REKKA,,,,,https://youtu.be/Sni_uAnBDxE?t=326,,,,,
烈スネ崩,Retsu Snake Kuzushi,retsu sune kuzure,Incredible shin collapse,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=1500,,,,,
烈剣,Rekken,retsu ken,fierce sword,,0Z,,KEN,,,,,"https://youtu.be/adP1fNcB4pI?t=342
",https://youtu.be/gqZC6AIzIj8?t=336,,,,
烈槍,Retsuyari,retsu yari,fierce spear,,0Z,,AMATERASU,,,,,https://youtu.be/rLZW_jPb_ZI?t=350,,,,,
烈火,Rekka,rekka,Recca,,0Z,,REKKA,,,,,https://youtu.be/rLZW_jPb_ZI?t=1510,,,,,
烈火爆炎刃,Rekka Bakuen Jin,rekka baku en jin,Recca Explosive Flame Blade,,0Z,,REKKA,,,,,https://youtu.be/LHzsCASqhsE?t=25s,,,,,
烈火舞,Rekka Mai,rekka ma,Reccamai,,0Z,,REKKA,,,,,https://youtu.be/djN7xYFryFU?t=73,https://youtu.be/DNdV4UaJK00?t=112,,,,
烈照,Retsuteru,retsu teru,bright light,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=119,,,,,
烈鳴尊,Retsuno,retsu naru son,Remeison,,0Z,,AMATERASU,,,,,https://youtu.be/rLZW_jPb_ZI?t=341,,,,,
焔,Homura,honoo,flame,,0Z,,,,,,,https://youtu.be/9HsYoiYeep0?t=244,,,,,
焔獄門,Engokumon,honoo gokumon,Hell Gate,,0Z,,MON,,,みつき,MITSUKI,https://youtu.be/JeE5ohcr5AA?t=50,,,,,
煌雅,Kouga,kou masa,Brilliant elegance,,0Z,,HUUGA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=262,,,,,
煙々羅,Enenra,kemuri noma usumono/ra,Enchanra,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=215,,,,,
燎花,Reika,kagari ka,Rinka,,0Z,,REIKA,,,,,https://youtu.be/1vpXqF2ToZc?t=446,,,,,
燎花【戦】,Reika Sen,kagari hana [sen],Rinka [war],,0Z,,REIKA,,,,,https://youtu.be/1vpXqF2ToZc?t=457,,,,,
爆砕牙,Bakusaiga,bakusai kiba,Bakusaiga,,0Z,,,,,,,https://youtu.be/0-dkQOf2YaE?t=67 ,,,,,
王牙,Oukiba,ou kiba,King's Fang,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=173,https://youtu.be/gqZC6AIzIj8?t=115,,,,
玲瓏,Reirou,reirou,Linglong,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=31,,,,,
玲龍,Reiryu,reiryuu,Reiryu,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=409,,,,,
珩灵・陣・羽,Hangling Jin Wa,珩灵 jin wa/hane,穩灵・jin・feather,,0Z,,,,,,,https://youtu.be/0IK6mJ7sy20?t=70,,,,,
瑠華,RUUka,ruka,Ruka,,0Z,,RUUNA,,OUKA,,,https://youtu.be/o6ZqdRlOjUw?t=132,,,,,
白門,Shiromon,shiro mon,white gate,,0Z,,MON,,,はこ,HAKO,https://youtu.be/JeE5ohcr5AA?t=126,,,,,
真烈火,Shin Rekka,shin rekka,Shinrekka,,0Z,,REKKA,,,,,https://youtu.be/djN7xYFryFU?t=266,,,,,
真雷獅子,Shin Raijishi,shin kaminari shishi,Shinraishishi,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=226,,,,,
祈祉門,Kishimon,ki minoru mon,prayer gate,,0Z,,MON,,,Hong,Hong,https://youtu.be/JeE5ohcr5AA?t=20,,,,,
神舞裂帛,Shinbu Reppaku,kami mai reppaku,divine dance rippet,,0Z,,,,,だいちゃま,DAICHAMA,https://youtu.be/o6ZqdRlOjUw?t=3,https://youtu.be/9HsYoiYeep0?t=40,,,,
神風アマテラス,Kamikaze Amaterasu,kamikaze amaterasu,Kamikaze Amaterasu,,0Z,,AMATERASU,,,,,https://youtu.be/Mf8MkFw78ko?t=173,,,,,
空漠転界,Kuubaku Tenkai,kuubaku kururi/ten/utata sakai/kai,desert transition world,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=284,,,,,
紅蓮,Guren,guren,Guren,,0Z,,,,,,,https://youtu.be/Z6q1SyOqIbM?t=3m19s,,,,,
紫蓮,Shi Ren,murasaki hasu,purple lotus,,0Z,,,,,,,https://youtu.be/XOWfj2jUHUQ?t=87,,,,,
綿月,Watatsuki,men/wata tsuki,Watatsuki,,0Z,,,,,,,https://youtu.be/o6ZqdRlOjUw?t=113,,,,,
緋・天帝劔,Hi Tenteiken,hi tentei tsurugi,Scarlet Tentei Tsurugi,,0Z,,HIKEN,,,みつき,MITSUKI,https://youtu.be/1oWG32g8IsI?t=81,,,,,
緋劔,Scarlet,hi tsurugi,Scarlet Tsurugi,,0Z,,HIKEN,,,みつき,MITSUKI,https://youtu.be/1oWG32g8IsI?t=20,,,,,
緋劔【二乃型】,Scarlet [Ni no Kata],hi ken [nino kata],Scarlet Tsurugi [Nino type],,0Z,,HIKEN,,,みつき,MITSUKI,https://youtu.be/1oWG32g8IsI?t=32,,,,,
緋劔【零式】,Scarlet [Zero Formula],hi ken [rei shiki],Scarlet Tsurugi [Type 0],,0Z,,HIKEN,,,みつき,MITSUKI,https://youtu.be/1oWG32g8IsI?t=52,,,,,
緋劔改,Scarlet Break,hi tsurugi kai,Hitsugi Kai,,0Z,,HIKEN,,,みつき,MITSUKI,https://youtu.be/1oWG32g8IsI?t=111,,,,,
緋桜劔舞,Scarlet Sakura,hio tsurugi ma,Hizakura Tsurugai,,0Z,,HIKEN,,,みつき,MITSUKI,https://youtu.be/1oWG32g8IsI?t=65,,,,,
緋縅蝶,Hiodoshichou,hiodoshi chou,Scarlet butterfly,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=380,,,,,
芳華絢爛,Houka Kenran,houka kenran,Aromatic and gorgeous,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=172,https://youtu.be/LrExRFSE330?t=29,https://youtu.be/zm2mpwCKzHc?t=96,,,
虎ノ門,Toranomon,tora no mon,Toranomon,,0Z,,MON,,,鰹のタタキ,,https://youtu.be/JeE5ohcr5AA?t=85,,,,,
虎ノ門改,Toranomon Kai,tora no mon kai,Toranomon Kai,,0Z,,MON,,,鰹のタタキ,,https://youtu.be/JeE5ohcr5AA?t=85,,,,,
蝶番,Chou Ban,choutsugai,hinge,,0Z,,,,,,,https://youtu.be/gqZC6AIzIj8?t=216,,,,,
行界・三陣,Gyokai Sanjin,gyou sakai/kai san jin,Gyokai/Sanjin,,0Z,,GYOKAI,,,影夜,,https://youtu.be/0IK6mJ7sy20?t=60,,,,,
行界・双陣,Gyokai Soujin,gyou sakai/kai sou jin,Gyokai/Sojin,,0Z,,GYOKAI,,,影夜,,https://youtu.be/0IK6mJ7sy20?t=49,https://youtu.be/DNdV4UaJK00?t=180,,,,
行界・贼帅,Gyokai (?),gyou sakai/kai 贼帅,Gyokai/Payment,,0Z,,GYOKAI,,,影夜,,https://youtu.be/0IK6mJ7sy20?t=49,https://youtu.be/DNdV4UaJK00?t=166,,,,
行界・陣,Gyokai Jin,gyou sakai/kai jin,Gyokai/Jin,,0Z,,GYOKAI,,,影夜,,https://youtu.be/0IK6mJ7sy20?t=38,,,,,
要,Kaname,kaname,Essential,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=255,,,,,
覇修羅,Vajra,ha shura,Hasura,,0Z,,,,,,,"https://youtu.be/9F9olZZZEhE?t=87
",,,,,
豚侍,Buta Samurai,buta samurai,pig samurai,,0Z,,SAMURAI,,,,,https://youtu.be/VRZ7uAbCt-M,,,,,
赤門,Akamon,akamon,Akamon,,0Z,,MON,,,藍弱,,https://youtu.be/JeE5ohcr5AA?t=60,,,,,
輝夜改,Kaguya Kai,kiyo kai,Kaguya Kai,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=135,,,,,
迅正,Jin Masa,jin masa,speedy correctness,,0Z,,,,,,,https://youtu.be/fomMlqkrNKw?t=135,,,,,
迅速スネイク,Jinsoku Snake,jinsoku suneiku,quick snake,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=164,https://youtu.be/kLt5OehN_JQ,,,,
迅速菊池千本槍(迅槍),Jinsoku Kikuchi Senbon-Yari (Jin-Yari),jinsoku kikuchi senbonyari(jin yari),Rapid Kikuchi Senbon Spear (Quick Spear),,0Z,,,,,,,https://youtu.be/t0dnmXUXi9E?t=64,,,,,
逆撫,Sakanade,gyaku nade,Reverse stroke,,0Z,,,,,,,https://youtu.be/1D1LksShDFk,,,,,
金剛,Kongo,kongou,Kongo,,0Z,,KONGO,,,,,https://youtu.be/UfobI-BqQSA?t=202,https://youtu.be/zm2mpwCKzHc?t=45,https://youtu.be/gmq3H-F9hmk?si=Cch-TYHm-S_BTFcu&t=109,,,
金剛改,Kongo Kai,kongou kai,Kongo Kai,,0Z,,KONGO,,,,,https://youtu.be/UfobI-BqQSA?t=216,,,,,
金糸雀,Kinshijaku,kinshijaku,golden sparrow,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=266,,,,,
銃爪,Juu Tsume,juu tsume,gun claw,,0Z,,,,,,,https://youtu.be/9HsYoiYeep0?t=216,,,,,
雅狼,Miyabi Okami,miyabi/ga ookami,Miyarou,,0Z,,HUUGA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=211,,,,,
雷獅子,Raijishi,kaminari shishi,thunder lion,,0Z,,,,,,,https://youtu.be/djN7xYFryFU?t=121,,,,,
霞ヶ門,Kasumigamon,ka ga mon,Kasumigamon,,0Z,,MON,,,ゆーきち,,https://youtu.be/JeE5ohcr5AA?t=30,https://youtu.be/kR1Sok3PW0M?t=33,https://youtu.be/JeE5ohcr5AA?t=141,,,
霞斬,Kasumizan,ka zan,Kasumi slash,,0Z,,,,,ゆーきち,,https://youtu.be/8LyxLTopxVY?t=665,https://youtu.be/lAKm0UWntos?t=111,,,,
青天霹靂,Seiten Hekireki,seiten hekireki,blue sky bolt,,0Z,,,,,,,https://youtu.be/68Vi0YJSXME?t=117,,,,,
青龍の紋章,Seiryuu no Monshou,seiryou no monshou,blue dragon emblem,,0Z,,MONSHOU,,,,,https://youtu.be/QKSP7cRSGmM?t=324,,,,,
音霊・重,Ontama Juu,oto/ne/on rei omo,Sound Spirit/Heavy,,0Z,,,,,,,https://youtu.be/OQbcpgoOSb0?t=272,,,,,
音霊・響,Ontama Hibiki,oto/ne/on rei hibiki,Sound Spirit/Hibiki,,0Z,,,,,,,https://youtu.be/aTHFXaueQb0?t=84,,,,,
風神,FUJIN,fuujin,Fujin,,0Z,,,,,,,https://youtu.be/LrExRFSE330?t=178,,,,,
風雅,Huuga,fuuga,elegance,,0Z,,,,,航平,KOUHEI,https://youtu.be/JOllsSJP5LQ?t=161,https://youtu.be/zm2mpwCKzHc?t=484,https://youtu.be/nSkqNiNbYo4,,,
風雅改,Huuga Kai,fuuga kai,Fuga Kai,,0Z,,HUUGA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=311,,,,,
骸煉,Mukuroneri,gai ren,skeleton,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=234,,,,,
鮮血更衣,Senketsu Koi,senketsu koromogae/koui/kisaragi,fresh blood change,,0Z,,,,,,,https://youtu.be/9HsYoiYeep0?t=359,,,,,
鰻番,Unagi Ban,unagi ban,Eel number,,0Z,,,,,黒ウサギ,KURO USAGI,https://youtu.be/Heb5wjjMJVI?t=30,https://youtu.be/DNdV4UaJK00?t=133,https://youtu.be/gqZC6AIzIj8?t=202,https://youtu.be/Hy6T-D4Nakk?si=uwqEmt_hpVMAFXIT&t=82,,
鳴‧祈鳳,Mei Inori-Ootori,naru ki hou,Sound‧Prayer,,0Z,,,,,,,https://youtu.be/CNSbOHB2pL0?t=43,,,,,
鷹テラス,Taka Terrace,taka terasu,Taka Terrace,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=283,https://youtu.be/9HsYoiYeep0?t=264,,,,
黒蝶スネイク,Kokuchou Snake,kuro chou suneiku,black butterfly snake,,0Z,,SNAKE,,,,,https://youtu.be/o6ZqdRlOjUw?t=28,https://youtu.be/Hy6T-D4Nakk?si=GgTXSGgmKuHf8Qp5&t=52,,,,
こけこけソード,Koke Koke Sword,koke koke sodo,Kokekoke Sword,,0Z,,,,,黒ウサギ,KURO USAGI,https://youtu.be/Hy6T-D4Nakk?t=70,,,,,
式波,Shiki Nami,shiki nami,Shikinami,,0Z,,,,,ミクト,MIKUTO,https://youtu.be/Hy6T-D4Nakk?t=115,,,,,
谐谑のリリス,,谐谑 no ri risu,Little Lilith,,0Z,,,,,影夜,,https://youtu.be/Hy6T-D4Nakk?t=136,,,,,
プロギアの嵐,,puro gia no arashi,pro gear storm,,0Z,,,,,影夜,,https://youtu.be/Hy6T-D4Nakk?t=147,,,,,
行界・睢秘,,gyou sakai/kai 睢秘,Gyokai/Secret,,0Z,,,,,影夜,,https://youtu.be/Hy6T-D4Nakk?t=160,,,,,
イナオスペシャル,Inao Special,ina osu peshi a ru,Inao Special,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=17,,,,,
憑依合体,,hyoui gattai,possession combination,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=40,,,,,
ジャベリン,Javelin,jaberin,javelin,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=78,,,,,
カミハテ,Kamihate,ka mi ha te,Kamihate,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=88,,,,,
武正,Takemasa,takemasa,Takemasa,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=212,,,,,
ルーキーズ,Rookies,ruki zu,Rookies,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=274,,,,,
イガグリry,Igaguriry,iga guri ry,Igaguriry,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=303,,,,,
ぽくぽくry,Pokupokury,pokupoku ry,Poku Pokury,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=314,,,,,
仙法・五右衛門,Senpo Goemon,sen ho goemon,Senpo/Goemon,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=335,,,,,
ファイヤートルコ石,Fire Turquoise,faiya torukoishii,fire turquoise,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=346,,,,,
下克上イザナギ,Gekokujo Izanagi,gekokujou iza nagi,Gekokujo Izanagi,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=440,,,,,
ハードプラント,Frenzy Plant,hado puranto,hard plant,Pokémon,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=506,,,,,
ブラストバーン,Blast Burn,burasu to ban,blast burn,Pokémon,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=519,,,,,
ハイドロカノン,Hydro Cannon,haidoro kanon,hydro canon,Pokémon,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=530,,,,,
三位一体,Sanmiittai,sanmiittai,trinity,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=543,,,,,
ブラピチ,Burapichi,burapi chi,Burapichi,,0Z,,,,,,,https://youtu.be/gmq3H-F9hmk?t=554,,,,,
氷刃・七連舞,,hyoujin shichi tsuremai,Ice Blade Seven Dances,,0Z,,,,,,,https://youtu.be/IpyhfQ84vXI,,,,,
ギャレット・オメガ,,gya retto omega,Garrett Omega,,0Z,,,,,,,https://youtu.be/E8Pf1FUqJo8?t=22,,,,,
氷雷波,,koori kaminari nami,ice thunder wave,,0Z,,,,,,,https://youtu.be/E8Pf1FUqJo8?t=32,,,,,
御座毬,,go za mari/iga/kasa,Gozamari,,0Z,,,,,,,https://youtu.be/E8Pf1FUqJo8?t=43,,,,,
御座形,,go za katachi,Throne shape,,0Z,,,,,,,https://youtu.be/E8Pf1FUqJo8?t=43,,,,,
デビルソウル,Devil Soul,debiru souru,devil soul,,0Z,,,,,,,https://youtu.be/E8Pf1FUqJo8?t=53,,,,,
トリプルヘッドスピアー,Triple Head Spear,toripuru heddo supia,triple head spear,,0Z,,,,,,,https://youtu.be/E8Pf1FUqJo8?t=53,,,,,
輝白百合,, 輝 shirayuri,Bright white lily,,0Z,,SHIRAYURI,,,,,https://youtu.be/E8Pf1FUqJo8?t=64,,,,,
咲白百合,,咲 shirayuri,Saki white lily,,0Z,,SHIRAYURI,,,,,https://youtu.be/E8Pf1FUqJo8?t=64,,,,,
百合知火,,yuri chi hi,Yuri Chihiro,,0Z,,SHIRAYURI,,SHIRANUI,,,https://youtu.be/E8Pf1FUqJo8?t=75,,,,,
愛白百合,,ai shirayuri,Aishira Yuri,,0Z,,SHIRAYURI,,,,,https://youtu.be/E8Pf1FUqJo8?t=75,,,,,
煙叡剣狼煙,,kemuri 叡 ken noroshi,smoke sword smoke,,0Z,,,,,,,https://youtu.be/E8Pf1FUqJo8?t=86,,,,,
白百合,,shirayuri,white lily,,0Z,,SHIRAYURI,,,,,https://youtu.be/E8Pf1FUqJo8?t=97,,,,,
氷雷・白波ノ百合,,koori kaminari shiranami no yuri,Ice Thunder/Yuri Shiranami,,0Z,,SHIRAYURI,,,,,https://youtu.be/E8Pf1FUqJo8?t=108,,,,,
野方スペシャル,Nogata Special,Nogata supesharu,Nogata Special,,0Z,,,,,,,https://youtu.be/QEsV-3ogsyY,,,,,
朧剣(おぼろつるぎ),Oboro Tsurugi,oboro tsurugi,Oboro Sword (Oboro Tsurugi),,0Z,,,,,ねこじたさん,,https://youtu.be/aGikBbACWIs?t=4,,,,,
朧爛(ろうらん),Rouran,rou ran,Rouran,,0Z,,,,,ねこじたさん,,https://youtu.be/aGikBbACWIs?t=16,,,,,
神度剣(かむどのつるぎ),Kamudo no Tsurugi,kamu dono tsurugi,Kamudo Sword,,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=39,,,,,
神楼覇聖剣(しんろうはせいけん),Shinrou wa Seiken,shinrou wa seiken,Shinrohaseken,,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=51,,,,,
熾刀(しとう),Shitou,shitou,Shito,,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=70,,,,,
熾火(おきび),Okibi,o kibi,Fire (Okibi),,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=84,,,,,
氷菓(ひょうか),Hyouka,hyouka,Hyouka,,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=104,,,,,
歪(いびつ),Ibitsu,ibitsu,Distortion,,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=114,,,,,
アインフェリア,Einferia,a in fe ria,einferia,THE iDOLM@STER,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=136,,,,,
アインツベルン,Einzbern,a in tsu berun,einzbern,THE iDOLM@STER,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=149,,,,,
多元重奏飽和砲撃(クヴィンテットフォイア),Kuvintetto Fire,kuvintettofo ia,Multidimensional saturation bombardment (Kvintetfeuer),,0Z,,,,,くりーむ,CREAM,https://youtu.be/aGikBbACWIs?t=171,,,,,
恐竜拳,,kyouryuu kobushi,dinosaur fist,Baki the Grappler,,,,,,ペリカン,PERIKAN,https://youtu.be/AnLbfUdu5gU?t=3,,,,,
解鎖,,kai kusari,Unchained,Baki the Grappler,,,,,,ペリカン,PERIKAN,https://youtu.be/AnLbfUdu5gU?t=14,,,,,
セク神舞,,seku kami mai,Sex divine dance,,,,SEXY CHONBO,,神舞裂帛,ペリカン,PERIKAN,https://youtu.be/AnLbfUdu5gU?t=66,,,,,
ホッパーエラー,,hoppa era,hopper error,,,,,,,ペリカン,PERIKAN,https://youtu.be/AnLbfUdu5gU?t=82,,,,,
ドリームらんど,,dorimu ran do,Dream Land,,,,SEXY CHONBO,,,ペリカン,PERIKAN,https://youtu.be/AnLbfUdu5gU?t=92,,,,,
リベルザネッティ,,ri beru zanetti,Liberzanetti,,,,,,,ペリカン,PERIKAN,https://youtu.be/AnLbfUdu5gU?t=107,,,,,
リベルザネッティ改,,ri beru zanetti kai,Liberzanetti Kai,,,,,,,ペリカン,PERIKAN,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,
placeholder,,,placeholder,,,,,,,,,,,,,,
